label	sentence1
科技_数码	真正从头开始 消息称微软Windows 12系统与Win10/11大不同
科技_5G	与AT&T、Verizon达成协议 美国不再推迟5G部署
娱乐_电视	豆瓣9.0，俄乌冲突竟是照着它演的？
时尚_美容	玄彬为了跟她结婚，明年不工作了？网友：直接生3个孩子
体育_中国足球	“冯巩之争”惹争议，但这才是中国足球一系列问题的关键
政务_政策	农历小年火车票今天开抢！这些线路机票比高铁便宜
政务_反腐	乔家大院所在地原村主任被判无期，多项犯罪事实与拆迁安置相关
体育_国际足球	英超取消阿布切尔西董事资格！不允许其参与俱乐部运营
时尚_时装	配色依旧花哨！全新 Nike Kyrie Low 4 官图曝光
时尚_情感	合影艳压范冰冰，和奚梦瑶曾是好友的网红晚晚，近照登T台变超模
政务_发展治理	成都下架高价二手房：抑需求与降杠杆
娱乐_电视	镜头内外 集体讲述 萃取历史 《中国》追寻中国本质
娱乐_电影	上半年最期待国外电影合集
汽车_新车	大众Aero B更多信息曝光 将于2023年正式上市销售
政务_地方	2022年“三农”重点工作怎么做？四川列43条措施全面推进乡村振兴
政务_发展治理	中国城区人口破百万城市达93个：江苏、山东最多
体育_NBA	48分钟轰三双！杜兰特率残阵篮网3连胜，成东部首支20胜球队
科技_手机	Android手机屏幕四边等宽可以有，但没必要
科技_数码	OPPO十年前就做了平板电脑 中国区总裁晒出原型机
体育_CBA	美国球员是这样评价我们的CBA球员的…
娱乐_明星	“奶茶妹妹”章泽天5岁女儿正面照曝光，一家三口同框画面温馨有爱
汽车_行业	汽车315｜2021汽车召回量反弹，新能源的锅？
时尚_时装	王琳凯摇滚气质少年大片
体育_CBA	CBA王力宏？贺希宁前女友控诉贺希宁 经纪公司发文回应
科技_手机	联发科天玑9000平台迎来全能影像旗舰！国产王牌新机曝光
时尚_时装	天天偷懒穿基本款 其实变美只需换这件
科技_数码	隔了半年才发货的Steam游戏机 怎么到手感觉还是个半成品？
汽车_试驾	试驾保时捷新款Panamera 完美进化
科技_数码	RTX 4090功耗达600W！或为NV首款水冷散热GPU
政务_发展治理	板上钉钉！国际原油高位震荡，油价年内第六涨要来
体育_CBA	生日快乐！杜锋率广东全队给易建联庆生 蛋糕上的字抢镜
政务_地方	重庆警法跨域合作 线上快办涉案机动车查封解封业务
政务_文旅	甘肃敦煌千人“舞太极” 促优秀文化传承发展(图)
时尚_美容	皮肤干燥用什么润肤露 十款最好用的身体乳排行榜
政务_地方	甘肃囤粮“小计划”：今年粮播面积4000万亩以上
娱乐_明星	邓超人民日报撰文：演员要写好伟大时代布置的“作业”
娱乐_电影	再破百亿！2月中国电影市场以103.57亿元收官
娱乐_音乐	Lisa个人单曲刷新24小时最高点击纪录 超过泰勒斯威夫特成绩
娱乐_音乐	布兰妮订婚后现身状态佳 与未婚夫车内热聊露笑颜
时尚_美容	女士身体乳什么牌子好 女士身体乳排行榜10强推荐
娱乐_明星	郑欣宜新欢身份曝光，疑是花店老板，长相酷似张若昀
汽车_新车	全新本田CR-V效果图曝光 年内正式发布
科技_区块链	浅谈NFT抵押借贷的三种模式：点对点、资金池和中心化模式
汽车_试驾	精装大空间享受“轻奢” 试驾一汽丰田HARRIER凌放
体育_CBA	轰16+12+3帽！周琦打出复出后代表作，制霸篮下，末节崩盘被逆转
娱乐_音乐	“水果姐”回应从未获格莱美奖：我不在乎，销售数据是实打实的
科技_区块链	从游戏走向各大场景！元宇宙经济模式何去何从？
政务_反腐	太原钢铁原专职外部董事张克斌被双开：借公务公款绕道旅游
政务_地方	绿色江西到底有多“绿”？最新数据发布
体育_国际足球	曝梅西父亲已联系巴萨高层！探讨回归可能 西名记：巴黎配不上他
科技_数码	戴上动一动就能发电的手环：由废弃纸巾和塑料杯制成
科技_车科技	特斯拉上海工厂已恢复生产 已开始两班倒
政务_反腐	立案查处15人其中省管干部4人 木里矿区以案促改重塑生态
汽车_试驾	多十万元的价值 试驾奔驰新AMG GLA35与AMG GLB35
娱乐_音乐	大湾区最惊喜嘉宾林子祥：曾叱咤乐坛，却因一段感情饱受争议
政务_政策	“十四五”财税改革官方划重点：每年40多万亿怎么花？
政务_反腐	“天网2020”追回589人，国企金融领域追逃将持续加码
体育_中国足球	李影发文：互相成就 顶峰相遇！你们可以永远相信中国女足
时尚_时装	欧阳娜娜的改良旗袍，原来这么好穿！
娱乐_电影	《长津湖》吴京易烊千玺等未曝光造型释出 三年尝试近百样造型
科技_数码	中芯国际首次披露月度业绩 2022年前两个月净利增95%
体育_中国足球	上场10分钟，数据000！武磊评分全队倒数第3 已637天西甲没进球
政务_地方	沪苏浙皖推出50余项长三角文旅工作清单
汽车_新车	全新一代路虎揽胜运动版谍照曝光 设计更加干练
汽车_新车	红旗E-QM5正式上市 售价12.28万元起
体育_中国足球	1-3输越南，国脚吐露心声：封闭集训+疲惫+欠薪，国足是一盘散沙
政务_发展治理	一季度人均收入：8省份高于全国平均水平 上海超2万元居首
汽车_新车	冬奥运动员同款座驾 北京汽车U5 PLUS最新谍照曝光
娱乐_电影	同样是游戏改编成电影，为什么《神秘海域》不行？
时尚_美容	羽西「鎏金CP」  妆养双效 凝时驻颜
政务_政策	大国创新的关键之举——科技部部长王志刚为科技政策扎实落地“划重点”
娱乐_电视	纪录片《中国》第二季今晚开播，写意激活中国脉络
科技_数码	我用这些软件 实现了媲美苹果全家桶的体验
汽车_行业	中国一汽捐赠8000万元支持长春市和吉林市疫情防控
科技_手机	三星暂停向俄罗斯出口手机、芯片等所有产品
科技_手机	三星S22Ultra用45W充电器实测充电速度
时尚_美容	祛痘洗面奶哪个好用 十大控油祛痘洗面奶排行榜
时尚_时装	刘亦菲清冷酷飒大片表现力MAX
时尚_情感	贝克汉姆晒9岁女儿近照，被吐槽像20岁？这届星二代长得也太快了
政务_地方	甘肃这个会议“话”防疫重点：对失职者严肃追责问责
科技_车科技	马斯克促进开发令人着迷的新产品 合伙人提醒重要问题
体育_CBA	郭艾伦轮休！辽篮双杀天津豪取6连胜，张镇麟30+8，赵继伟8+14
体育_国际足球	葡萄牙体育女足队友曾集体找到教练组 希望沈梦露不要离队
娱乐_音乐	李宗盛作品音乐剧《当爱》北京开演 白百何首演表现让人惊喜
体育_中国足球	国足别叭叭了！央视美女主播都晒马甲线了 不想当白斩鸡就争口气
科技_数码	可实现1-120Hz动态刷新率 国产AMOLED屏幕发布
体育_CBA	球队赛季首败！周琦空砍17+13+5帽 大魔王球迷攻陷客场
体育_CBA	前八一男篮队长见义勇为！在男厕抓获偷拍者：不怕被报复
时尚_情感	都在骂她有病，反而让她松了口气
科技_数码	你们都是托：为什么要骗我买硬盘？
政务_政策	中国多地倡议就地过年 牛年春节或现四大新热门
汽车_新车	上汽大通MAXUS三款新车上市 售价25.98万元起
科技_数码	全球首款3D晶圆级封装处理器IPU发布 突破7nm制程极限
娱乐_电影	日本著名导演是枝裕和首次执导韩国电影 将邀请IU李智恩出演
时尚_美容	纪梵希2021爱语限量版彩妆  放肆爱语只为你
汽车_试驾	试驾哈弗H6S：时髦与实用一个都不能少
政务_政策	官方：各地做好严寒天气下劳动者权益维护有关工作
时尚_情感	女孩陪着男生长大，用青春见证爱情。
汽车_试驾	适合年轻人的第一款车 试驾比亚迪海豚骑士版
汽车_行业	马斯克捐出近60亿美元特斯拉股份
汽车_试驾	山城体验极星2：科技高而不冷，驾趣独具一格
科技_区块链	NFT是如何在2021年造就400亿美元市场的？
科技_5G	解决信号差！苹果最重要芯片曝光：iPhone 15要首发自研基带
娱乐_明星	胡歌被侵犯肖像权进行商业宣传 发表律师声明提醒大众提高警惕
科技_车科技	杜卡迪推出电动自行车 超五万元人民币
政务_地方	安徽城市进化论丨阜阳 很“会”
汽车_行业	蔚来/欧拉车主维权律师 林丽鸿：新汽车维权的举证更难
汽车_行业	工信部部长肖亚庆：今年新能源汽车销量可能大幅超出预期
时尚_情感	为什么男人出轨更容易被原谅，而女人不行？
科技_手机	realme GT Neo3跑分现身：搭载天玑8100芯片 多核与骁龙8相当
政务_发展治理	万亿城市工业图谱：深圳登顶泉州跃升，合肥加速“去工业化”？
娱乐_明星	橘子晚报/大S婚后首露面状态好；多部影视作品除名邓伦
政务_文旅	鼓浪屿获颁世界遗产证书
汽车_试驾	奇瑞瑞虎7 PLUS：车如果是附属品，不如买一种感觉？
汽车_行业	1亿元注册销售公司  恒大汽车真要来了？
政务_政策	第四批药品集采中选结果公布，预计5月可惠及全国患者
政务_政策	彻底告别绝对贫困 中国创造世界减贫历史奇迹
时尚_情感	这种操作还是第一次见…
娱乐_明星	英国王室成员出席英联邦日仪式 女王伊丽莎白二世缺席
政务_反腐	海西州委常委梁彦国因木里矿区非法开采问题被查，7月刚提拔
科技_手机	Counterpoint：2021年全球智能手机收入达4480亿美元创新高
汽车_新车	福特F-150 Lightning冬测谍照曝光 今年春季正式交付
时尚_美容	洗头从来不重视这5点，难怪你的头发一直脱！
科技_5G	联想公布研发新进展：5G标准必要专利申请量超1800件
汽车_试驾	试驾体验岚图FREE 双重性格只为更多满意
科技_手机	SA：2021年Q4全球智能手机批发收益同比增长6%
政务_文旅	重庆长江三峡沿线多景区将推出门票半价优惠
体育_国际足球	英国将联合各国向FIFA施压，以将俄罗斯逐出世界杯
体育_NBA	马刺穆雷：我本可以选择不出战 但拿了钱就要上场打球
汽车_新车	福特Bronco Raptor实车亮相 3.0T V6动力输出超400马力
科技_车科技	“蔚小理”齐聚港股，蔚来正式登陆港交所，市值达2670亿港元
娱乐_电影	3月新郎玄彬，封面大赏
政务_反腐	安徽一粮站原站长潜逃7年后落网，被抓时正割腕自杀
科技_手机	iPhone14：三星从老朋友手里获得了OLED关键材料M12
政务_政策	教育部：中高风险地区必须停止一切线下校外培训活动
汽车_导购	回力深空系列Cosilency轮胎，静音舒适，高性价比之选
汽车_导购	士别72年，全新路虎卫士还能找到一起玩耍的小伙伴吗？
科技_数码	单体能量暴增5倍！特斯拉4680电池将开始大规模生产
科技_数码	苹果把两颗M1芯片“粘”在一起 做出了地表最强台式机芯片
时尚_美容	夏日青春限定，清透JK心机妆  ——Za×梗豆KYOUKO制服馆联名官宣
娱乐_电影	3月才开始，《人生大事》等8片已经开卷清明档了
政务_政策	养老保险费今年还会降吗？人社部回复说目前不具备条件
体育_CBA	33分大胜！中国男篮双杀日本 赵睿6记3分轰27分郭艾伦14分
政务_政策	财政部部长刘昆：2022年将实施更大力度减税降费
娱乐_音乐	BLACKPINK被任命UN可持续发展目标宣传大使 成亚洲首位当选艺人
科技_5G	三个大动作正式放出！外媒：华为就麒麟芯、鸿蒙、5G手机全面出手
科技_数码	iPad Air 5评测：青春版Pro？丨凰家评测
时尚_美容	大牌平替滋润型口红推荐，显白又显气色的5款夏日口红来袭！
娱乐_电视	中国式父母，不是作精就是吸血鬼？
娱乐_电影	曹保平监制刘伽茵导演新片官宣 胡歌手写片名《不虚此行》
政务_地方	重大布局！河南省6户新组建省管企业集中揭牌
娱乐_电视	《相逢时节》热度不减剧情升级 雷佳音袁泉携手治愈之旅
科技_车科技	特斯拉新车存多处质量问题？记者采访遭员工阻拦
科技_数码	科大讯飞：公司学习机均使用国产化芯片
娱乐_音乐	歌手于文华女儿陪妈妈种菜 母女俩颜值不输明星
科技_区块链	俄乌冲突升级 比特币再暴跌9%！恐跌破3万大关
娱乐_音乐	张杰时隔三年再次出演《曾经如是》，跨界演绎追寻心灵净土
体育_中国足球	许家印表态：恒大会继续搞足球！采取足校模式踢中超 可接受降级
娱乐_明星	这部爆红新片，是《中国女孩羞耻实录》
汽车_试驾	颜值焕新 品质提升 试驾北京U5 PLUS
时尚_美容	补水保湿滋润提亮肤色的面霜推荐：让面部的暗沉感有效得到修复
娱乐_电影	电影《年少有你》超前点映获力赞 无厘头爆笑展现青春岁月
政务_地方	凤凰网安徽消费者日特别策划|陈咏琦：365 X “315”
时尚_美容	狂霸热搜的她，终于被「拆穿」
